"Executavel","Categoria","Texto"
"LavFacilLan","relatorio/impressao"," I.RDB$INDEX_NAME, I.RDB$RELATION_NAME, I.RDB$UNIQUE_FLAG, "
"LavFacilLan","relatorio/impressao"," I.RDB$RELATION_NAME = '"
"LavFacilLan","fiscal"," imprimir a nota mesmo assim"
"LavFacilLan","fiscal"," inferior ao hor"
"LavFacilLan","fiscal"," INTERVALO DE NOTAS (Faturamento)"
"LavFacilLan","operacional"," localizado o Rol mais pr"
"LavFacilLan","operacional"," maior que o total do rol"
"LavFacilLan","operacional"," maior que o valor total do Rol. O valor do Rol ser"
"LavFacilLan","operacional"," marcada em estoque"
"LavFacilLan","operacional"," MC.DatEntRol "
"LavFacilLan","operacional"," MC.Rol "
"LavFacilLan","operacional"," MC.Rol,"
"LavFacilLan","operacional"," MC.Rol, CP.CodLoc "
"LavFacilLan","operacional"," Menor que o Total do Rol, Deseja Efetuar a Diferen"
"LavFacilLan","fiscal"," MensagemPrFixadaNotaFiscal1Click"
"LavFacilLan","fiscal"," N.TipNota "
"LavFacilLan","cadastro"," necessario ajustar os seguintes campos do cadastro do cliente:"
"LavFacilLan","fiscal"," NFENotafiscaleletrnicadeservios1"
"LavFacilLan","operacional"," no Rol N"
"LavFacilLan","fiscal"," Nota"
"LavFacilLan","fiscal"," NOTA: "
"LavFacilLan","fiscal"," NumNotAdi= "
"LavFacilLan","fiscal"," NumNotAdi='"
"LavFacilLan","operacional"," ObsROL= '"
"LavFacilLan","operacional"," ocupado Rol "
"LavFacilLan","operacional"," On (MI.Rol = CP.Rol) And (MI.CodPro = CP.CodPro) And (MI.SeqPro = CP.SeqPro) "
"LavFacilLan","operacional"," On (MI.Rol = MS.Rol) And (MI.CodPro = MS.CodPro) And (MI.SeqPro = MS.SeqPro)"
"LavFacilLan","outro"," Or ((not(Cancelado="
"LavFacilLan","operacional"," Ordem: Rol"
"LavFacilLan","relatorio/impressao"," ORDER BY a.RDB$RELATION_NAME, a.RDB$FIELD_POSITION"
"LavFacilLan","relatorio/impressao"," ORDER BY a.RDB$RELATION_NAME, a.RDB$PRIVILEGE"
"LavFacilLan","relatorio/impressao"," ORDER BY a.RDB$RELATION_NAME, b.RDB$FIELD_NAME"
"LavFacilLan","autenticacao/permissao"," Order By NomUsuario"
"LavFacilLan","relatorio/impressao"," ORDER BY RC_FOR.RDB$RELATION_NAME, IS_FOR.RDB$FIELD_POSITION "
"LavFacilLan","relatorio/impressao"," ORDER BY RELC_PRIM.RDB$RELATION_NAME, IS_FOR.RDB$FIELD_POSITION "
"LavFacilLan","operacional"," Order By Rol"
"LavFacilLan","operacional"," Order By Rol, DatEnt"
"LavFacilLan","operacional"," Order By Rol,CodPro,SeqPro"
"LavFacilLan","operacional"," Pagar - Estoque"
"LavFacilLan","operacional"," Pagar - Estoque/Produ"
"LavFacilLan","operacional"," Pagar Estoque"
"LavFacilLan","operacional"," pagar varios rols..."
"LavFacilLan","outro"," Pago e o Cancelamento do Adiantamento s"
"LavFacilLan","outro"," Pago e o Cancelamento do Pagamento s"
"LavFacilLan","outro"," Pago, Deseja Cancelar o Pagamento"
"LavFacilLan","outro"," pode ser cancelado o ultimo cupom fiscal"
"LavFacilLan","outro"," pode ser Cancelado, ultimo cupom fiscal"
"LavFacilLan","outro"," pode ser efetuado no Dia do Cancelamento"
"LavFacilLan","autenticacao/permissao"," pode ser feito o cancelamento com permiss"
"LavFacilLan","outro"," possivel cancelar, a terceiriza"
"LavFacilLan","outro"," preciso cancelar o lan"
"LavFacilLan","operacional"," Prod. e Estoque |"
"LavFacilLan","operacional"," Rol   Entr. "
"LavFacilLan","operacional"," Rol Cancelado "
"LavFacilLan","operacional"," RolOrc= '',"
"LavFacilLan","operacional"," RolPrincip='"
"LavFacilLan","operacional"," Rols"
"LavFacilLan","operacional"," Rols em Estoque"
"LavFacilLan","operacional"," Rols em Estoque e Producao"
"LavFacilLan","operacional"," Rols em Producao"
"LavFacilLan","operacional"," Rols na posi"
"LavFacilLan","outro"," selecionada, deseja cancelar a Entrega?"
"LavFacilLan","outro"," selecionada, deseja cancelar o Pagamento?"
"LavFacilLan","operacional"," Select    MC.DatLan, MC.HorLan, MC.DatEnt, MC.NumOS, MC.SitRol, MC.NumNot, MC.Cancelado, MC.Posicao,   CP.Rol, CP.CodPro, CP.CodVenEst, CP.DatEst, CP.HorEst,CP.Situacao,CP.DatEst,    PD.DesPro,    MI.Identif, MI.CodLoc,    CL.NomCli,                VE.NomVen, VE.CodVen"
"LavFacilLan","financeiro"," Select    MC.Rol, MC.Posicao, MC.DatLan, MC.DatEntRol, MC.DatEnt, MC.Unidade, MC.NumOS, MC.NumGR, MC.CodTab,   MC.ValTot, MC.DescontoROL, MC.DescontoValor,   MC.CodLoc as CodLocRol, MC.CodVen, MC.SitRol, MC.CodCli, MC.HorEnt, MC.CodTipEnt, MC.CenCusCli,   MI.Rol, MI.CodPro,  MI.SeqPro, MI.CodCor, MI.CodDef, MI.Identif, MI.Quantidade, MI.PreUniVen, MI.PreFinal, MI.Peso, MI.Obs,    CP.Rol, CP.CodPro, CP.SeqPro, CP.Situacao, CP.CodLoc as CodLocPec, CP.NumNot as NumNotPec,    CL.Roteiro, CL.CodEmpree, CL.BaiCli, CL.CepCli, CL.NomCli, CL.CodCli, CL.EndCli, CL.EndEntCli,    CO.CodCor, CO.DesCor,    TP.CodTab, TP.DesTab, TP.CodTipTab,    CV.CodVen, CV.NomVen,    PD.CodPro, PD.DesPro, PD.TipoControle,    MS.Rol, MS.CodPro,MS.SeqPro, MS.CodSerLav, MS.Obs, MS.Peso as PesoSer, MS.Quantidade as QtdSer,    SL.CodSerLav, SL.DesSerLav "
"LavFacilLan","operacional"," Select    MC.Rol,MC.DatLan, MC.HorLan, MC.DatEnt, MC.NumOS, MC.SitRol, MC.NumNot, MC.Cancelado, MC.Posicao"
"LavFacilLan","relatorio/impressao"," SELECT a.RDB$RELATION_NAME, a.RDB$FIELD_NAME, a.RDB$FIELD_POSITION, a.RDB$NULL_FLAG, a.RDB$DEFAULT_VALUE, b. RDB$FIELD_LENGTH, b.RDB$FIELD_SCALE, c.RDB$TYPE_NAME, b.RDB$FIELD_TYPE, b.RDB$FIELD_SUB_TYPE, b.RDB$DESCRIPTION, b.RDB$CHARACTER_LENGTH, b.RDB$FIELD_PRECISION, a.RDB$DEFAULT_SOURCE, b.RDB$DEFAULT_SOURCE as RDB$DEFAULT_SOURCE_DOMAIN FROM RDB$RELATION_FIELDS a JOIN RDB$FIELDS b ON (b.RDB$FIELD_NAME = a.RDB$FIELD_SOURCE) LEFT JOIN RDB$TYPES c ON (b.RDB$FIELD_TYPE = c.RDB$TYPE and c.RDB$FIELD_NAME = 'RDB$FIELD_TYPE')"
"LavFacilLan","relatorio/impressao"," SELECT I.RDB$RELATION_NAME, I.RDB$UNIQUE_FLAG, I.RDB$INDEX_NAME, ISGMT.RDB$FIELD_POSITION,"
"LavFacilLan","operacional"," Select LP.DatLan, LP.CodSerLav, LP.QdePonLan,         MC.Rol, MC.TotPecas"
"LavFacilLan","operacional"," SELECT M.Rol, C.NomCli, M.DatLan, M.%s as OS"
"LavFacilLan","outro"," Select MA.CodMar, MA.DesMar, MA.Cancelado, MG.CodMar, MG.GruPro "
"LavFacilLan","relatorio/impressao"," SELECT null as TABLE_CAT, null as TABLE_SCHEM, a.RDB$RELATION_NAME as TABLE_NAME, b.RDB$FIELD_NAME as COLUMN_NAME, b.RDB$FIELD_POSITION+1 as KEY_SEQ, a.RDB$INDEX_NAME as PK_NAME FROM RDB$RELATION_CONSTRAINTS a JOIN RDB$INDEX_SEGMENTS b ON (a.RDB$INDEX_NAME = b.RDB$INDEX_NAME) WHERE  RDB$CONSTRAINT_TYPE = 'PRIMARY KEY'"
"LavFacilLan","relatorio/impressao"," SELECT RC_PRIM.RDB$RELATION_NAME,  IS_PRIM.RDB$FIELD_NAME,  RC_FOR.RDB$RELATION_NAME,  IS_FOR.RDB$FIELD_NAME,  IS_FOR.RDB$FIELD_POSITION,  REFC_PRIM.RDB$UPDATE_RULE,  REFC_PRIM.RDB$DELETE_RULE,  RC_FOR.RDB$CONSTRAINT_NAME,  RC_PRIM.RDB$CONSTRAINT_NAME  FROM RDB$RELATION_CONSTRAINTS RC_FOR, RDB$REF_CONSTRAINTS REFC_FOR,  RDB$RELATION_CONSTRAINTS RC_PRIM, RDB$REF_CONSTRAINTS REFC_PRIM,  RDB$INDEX_SEGMENTS IS_PRIM, RDB$INDEX_SEGMENTS IS_FOR  WHERE RC_PRIM.RDB$CONSTRAINT_TYPE = 'PRIMARY KEY' and "
"LavFacilLan","operacional"," SELECT Rol FROM MovCab M WHERE"
"LavFacilLan","operacional"," SitRol =  '',"
"LavFacilLan","operacional"," SitRol =  'P',"
"LavFacilLan","operacional"," SitRol = '',"
"LavFacilLan","operacional"," SitRol = 'P',"
"LavFacilLan","fiscal"," TipNota='A', "
"LavFacilLan","fiscal"," TipNota='B', "
"LavFacilLan","operacional"," usado no Rol "
"LavFacilLan","operacional"," utilizado pelo Rol "
"LavFacilLan","outro"," Where ( Not( Cancelado=""S"" ) )"
"LavFacilLan","operacional"," Where (CodLoc="""") And (Rol="
"LavFacilLan","operacional"," Where (I.CodPro=P.CodPro) And (I.Rol="
"LavFacilLan","operacional"," Where (I.Rol=M.Rol) "
"LavFacilLan","operacional"," Where (M.Rol > ""0"")"
"LavFacilLan","operacional"," Where (MC.Rol > 0) "
"LavFacilLan","fiscal"," WHERE (not Desativado = ""S"") And ("
"LavFacilLan","operacional"," Where (Not(CLP.Rol=""""))"
"LavFacilLan","outro"," Where (not(D.Cancelado=""S"")) "
"LavFacilLan","outro"," Where (not(M.Cancelado=""S"")) "
"LavFacilLan","operacional"," Where (Rol="
"LavFacilLan","operacional"," Where (Rol="""
"LavFacilLan","operacional"," Where Controle1="""
"LavFacilLan","operacional"," Where Rol='"
"LavFacilLan","operacional","_QClxDrawUtil_ScrollEffect"
"LavFacilLan","menu","_QMenuBar_activateItemAt"
"LavFacilLan","menu","_QMenuBar_create"
"LavFacilLan","menu","_QMenuBar_hook_create"
"LavFacilLan","menu","_QMenuBar_hook_hook_activated"
"LavFacilLan","menu","_QMenuBar_hook_hook_highlighted"
"LavFacilLan","menu","_QMenuBar_to_QMenuData"
"LavFacilLan","menu","_QMenuData_changeItem"
"LavFacilLan","menu","_QMenuData_changeItem3"
"LavFacilLan","menu","_QMenuData_findItem"
"LavFacilLan","menu","_QMenuData_iconSet"
"LavFacilLan","menu","_QMenuData_insertItem5"
"LavFacilLan","menu","_QMenuData_insertItem7"
"LavFacilLan","menu","_QMenuData_insertSeparator"
"LavFacilLan","menu","_QMenuData_removeItem"
"LavFacilLan","menu","_QMenuData_setAccel"
"LavFacilLan","menu","_QMenuData_setItemChecked"
"LavFacilLan","menu","_QMenuData_setItemEnabled"
"LavFacilLan","operacional","_QOpenScrollView_create"
"LavFacilLan","operacional","_QOpenScrollView_setMargins"
"LavFacilLan","menu","_QPopupMenu_create"
"LavFacilLan","menu","_QPopupMenu_hook_create"
"LavFacilLan","menu","_QPopupMenu_hook_hook_aboutToShow"
"LavFacilLan","menu","_QPopupMenu_hook_hook_activated"
"LavFacilLan","menu","_QPopupMenu_hook_hook_highlighted"
"LavFacilLan","menu","_QPopupMenu_popup"
"LavFacilLan","menu","_QPopupMenu_to_QMenuData"
"LavFacilLan","operacional","_QScrollBar_hook_create"
"LavFacilLan","operacional","_QScrollBar_hook_destroy"
"LavFacilLan","operacional","_QScrollBar_setLineStep"
"LavFacilLan","operacional","_QScrollBar_setTracking"
"LavFacilLan","operacional","_QScrollBar_setValue"
"LavFacilLan","operacional","_QScrollView_addChild"
"LavFacilLan","operacional","_QScrollView_contentsToViewport2"
"LavFacilLan","operacional","_QScrollView_hook_create"
"LavFacilLan","operacional","_QScrollView_hook_hook_contentsMoving"
"LavFacilLan","operacional","_QScrollView_horizontalScrollBar"
"LavFacilLan","operacional","_QScrollView_removeChild"
"LavFacilLan","operacional","_QScrollView_resizeContents"
"LavFacilLan","operacional","_QScrollView_setCornerWidget"
"LavFacilLan","operacional","_QScrollView_setHScrollBarMode"
"LavFacilLan","operacional","_QScrollView_setResizePolicy"
"LavFacilLan","operacional","_QScrollView_setVScrollBarMode"
"LavFacilLan","operacional","_QScrollView_verticalScrollBar"
"LavFacilLan","operacional","_QScrollView_viewport"
"LavFacilLan","operacional","_QWidget_scroll"
"LavFacilLan","financeiro","- Adiantamento - Saldo - 1 - Desconto Rol: "
"LavFacilLan","outro","- Cancelamento de: "
"LavFacilLan","operacional","-2a Ord.: Rol"
"LavFacilLan","operacional","-Ajustando Rols Modelo 11 ..."
"LavFacilLan","operacional","-Ajustando Rols Modelo 2 ..."
"LavFacilLan","operacional","-Ajustando Rols Modelo 21 ..."
"LavFacilLan","outro","-Apenas Cancelado"
"LavFacilLan","cadastro","-Carregando Array Qde. em estoque. Produto Estoque:"
"LavFacilLan","operacional","-Da um pause na rotina e entr no ImpRolMatrix do modelo"
"LavFacilLan","operacional","-Entra no ImpRolMatrix"
"LavFacilLan","fiscal","-EParserDuplicate_Notation_On_Element_Type_Err"
"LavFacilLan","cadastro","-Exclui GravaProLim - Produto: ("
"LavFacilLan","operacional","-Finalizando Rol ..."
"LavFacilLan","operacional","-Finazado procura do novo ROL ... "
"LavFacilLan","fiscal","-Fixada ( Nota Fiscal )"
"LavFacilLan","financeiro","-Gera Caixa"
"LavFacilLan","fiscal","-Gravando Adiantamento - Ajusta NumNotAdi ... "
"LavFacilLan","operacional","-Gravando Adiantamento - Baixando Rol Autom. ... "
"LavFacilLan","fiscal","-Gravando Adiantamento - Gerando Notas ... "
"LavFacilLan","operacional","-Gravando Controle de Entradas (Vinculo) ..."
"LavFacilLan","relatorio/impressao","-Impressao de SubRol"
"LavFacilLan","operacional","-Iniciando procura do novo ROL ... "
"LavFacilLan","operacional","-Montando Estoque M"
"LavFacilLan","operacional","-Movimento de Estoque - Estoque:"
"LavFacilLan","fiscal","-Nota Fiscal: Com Notas"
"LavFacilLan","fiscal","-Nota Fiscal: Sem Notas"
"LavFacilLan","operacional","-Posicao: Estoque"
"LavFacilLan","fiscal","-Posiciona Registros de Notas ..."
"LavFacilLan","operacional","-Preparando controle de Etiquetas  ..."
"LavFacilLan","operacional","-Rol "
"LavFacilLan","operacional","-Rol: "
"LavFacilLan","operacional","-Rol/Loc:"
"LavFacilLan","fiscal","-Tipo Nota.: "
"LavFacilLan","fiscal","-Verificando Nota: "
"LavFacilLan","operacional","-Verificando Rols: "
"LavFacilLan","operacional","-Where (I.CodPro=P.CodPro) And (I.Rol=M.Rol)  "
"LavFacilLan","operacional",", CLP.Rol, CLP.CodPro ,CLP.Situacao"
"LavFacilLan","operacional",", conflito Rol "
"LavFacilLan","fiscal",", NomCli,CodCli, Roteiro,FisJur,CodEmpree,GruCli,GruCli2,GruCli3,GruCli4,Desativado"
"LavFacilLan","fiscal",", NumNotAdi=0"
"LavFacilLan","operacional",", SitRol=   'P' "
"LavFacilLan","fiscal",":\EquipExe\EquSat"
"LavFacilLan","fiscal",":\EquipExe\EquSat.Ini"
"LavFacilLan","fiscal",":\EquipExe\Exe\Anotacoes.Exe"
"LavFacilLan","fiscal",":\Equipexe\Exe\NFE.Exe"
"LavFacilLan","autenticacao/permissao",":\EquipExe\Exe\Senhas.Exe"
"LavFacilLan","financeiro",":\Equipexe\Figuras\FechamentoCaixa.bmp"
"LavFacilLan","financeiro",":\Equipexe\Figuras\FechamentoCaixa1024.bmp"
"LavFacilLan","fiscal",":\EquipExe\Sat\Filial"
"LavFacilLan","fiscal",":Notas"" "
"LavFacilLan","fiscal",":Notas""    N, "
"LavFacilLan","operacional","!Marcar para Entrega Todos os Rols"
"LavFacilLan","fiscal","'from   ""c:\EquipExe\Lav\Filial\Notas""N,"
"LavFacilLan","outro",""" And (Cancelado is Null)"
"LavFacilLan","outro",""")) And (not (M.Cancelado=""S""))"
"LavFacilLan","fiscal","""Cancelamento de Notas (&Intervalo)"
"LavFacilLan","fiscal","""CancelamentodeNotasIntervalo1Click"
"LavFacilLan","financeiro","""CancelamentodoUltimoEncerramCaixa1l"
"LavFacilLan","fiscal","""EParserDuplicate_Notation_Decl_Err"
"LavFacilLan","operacional","(    Rol               OS            Data"
"LavFacilLan","operacional","(  *  ) Se no mesmo rol existir (Pe"
"LavFacilLan","operacional","( ** ) Se no mesmo rol existir (Servi"
"LavFacilLan","financeiro","((((((M.ValTot * M.DescontoRol)/100)-M.ValTot)*-1)-M.DescontoValor)-N.ValBasNot)as Saldo "
"LavFacilLan","financeiro","(((((M.ValTot * M.DescontoRol)/100)-M.ValTot)*-1)-M.DescontoValor)as ValorRol"
"LavFacilLan","outro","(((not(Cancelado='S'))  And ('"
"LavFacilLan","outro","((not(Cancelado='S'))  And ('"
"LavFacilLan","operacional","((Rol=0) and (not(Cancelado='S'))) or ((not(Rol=0)) and (Bloqueia='N'))"
"LavFacilLan","cadastro","(****) Se no cadastro do cliente n"
"LavFacilLan","operacional","(+)Rol:"
"Gerenciador","operacional","/http://www.lavsoft.com.br/RecebeRolsFinalizados"
"Gerenciador","operacional","#http://www.lavsoft.com.br/testerols"
"Gerenciador","operacional","1http://www.lavsoft.com.br/ws/Sincrolav/Dados.asmx"
"Gerenciador","operacional","2http://www.lavsoft.com.br/RecebeRolsFinalizadosNew"
"Gerenciador","operacional","7http://www.lavsoft.com.br/RecebeRolsFinalizadosNewTeste"
"Gerenciador","operacional","add_RecebeRolsFinalizadosCompleted"
"Gerenciador","operacional","add_RecebeRolsFinalizadosNewCompleted"
"Gerenciador","operacional","add_RecebeRolsFinalizadosNewTesteCompleted"
"Gerenciador","operacional","add_testerolsCompleted"
"Gerenciador","outro","btnCancel_Click"
"Gerenciador","outro","btnCancelar"
"Gerenciador","outro","btnCancelar_Click"
"Gerenciador","outro","Cancelar"
"Gerenciador","outro","CancelAsync"
"Gerenciador","outro","CancelEventArgs"
"Gerenciador","outro","CancelEventHandler"
"Gerenciador","outro","cancelled"
"Gerenciador","fiscal","CompilationRelaxationsAttribute"
"Gerenciador","operacional","ContainerControl"
"Gerenciador","operacional","ControlCollection"
"Gerenciador","menu","Gerenciador.Forms.Menu.resources"
"Gerenciador","menu","Gerenciador.Intl.Forms.MenuIntl.resources"
"Gerenciador","fiscal","Gerenciador.wsAtuTabelas"
"Gerenciador","operacional","Gerenciador.wsSincroLav"
"Gerenciador","outro","get_btnCancel"
"Gerenciador","outro","get_Cancelled"
"Gerenciador","fiscal","get_cbxSaturday"
"Gerenciador","operacional","get_Control"
"Gerenciador","operacional","get_ControlDark"
"Gerenciador","operacional","get_ControlLight"
"Gerenciador","operacional","get_Controls"
"Gerenciador","operacional","get_ControlText"
"Gerenciador","fiscal","get_Gerenciador_wsAtuTabelas_AtuTabelas"
"Gerenciador","operacional","get_Gerenciador_wsSincroLav_Dados"
"Gerenciador","operacional","IButtonControl"
"Gerenciador","operacional","ListControl"
"Gerenciador","menu","Menu_FormClosing"
"Gerenciador","menu","Menu_Resize"
"Gerenciador","menu","Menu_Shown"
"Gerenciador","menu","MenuIntl"
"Gerenciador","menu","menuStrip1"
"Gerenciador","menu","mnsMenu"
"Gerenciador","operacional","OnRecebeRolsFinalizadosNewOperationCompleted"
"Gerenciador","operacional","OnRecebeRolsFinalizadosNewTesteOperationCompleted"
"Gerenciador","operacional","OnRecebeRolsFinalizadosOperationCompleted"
"Gerenciador","operacional","OntesterolsOperationCompleted"
"Gerenciador","operacional","RecebeRolsFinalizados"
"Gerenciador","operacional","RecebeRolsFinalizadosAsync"
"Gerenciador","operacional","RecebeRolsFinalizadosCompletedEventArgs"
"Gerenciador","operacional","RecebeRolsFinalizadosCompletedEventHandler"
"Gerenciador","operacional","RecebeRolsFinalizadosNew"
"Gerenciador","operacional","RecebeRolsFinalizadosNewAsync"
"Gerenciador","operacional","RecebeRolsFinalizadosNewCompletedEventArgs"
"Gerenciador","operacional","RecebeRolsFinalizadosNewCompletedEventHandler"
"Gerenciador","operacional","RecebeRolsFinalizadosNewTeste"
"Gerenciador","operacional","RecebeRolsFinalizadosNewTesteAsync"
"Gerenciador","operacional","RecebeRolsFinalizadosNewTesteCompletedEventArgs"
"Gerenciador","operacional","RecebeRolsFinalizadosNewTesteCompletedEventHandler"
"Gerenciador","operacional","remove_RecebeRolsFinalizadosCompleted"
"Gerenciador","operacional","remove_RecebeRolsFinalizadosNewCompleted"
"Gerenciador","operacional","remove_RecebeRolsFinalizadosNewTesteCompleted"
"Gerenciador","operacional","remove_testerolsCompleted"
"Gerenciador","autenticacao/permissao","rio ou senha inv"
"Gerenciador","operacional","ScrollableControl"
"Gerenciador","autenticacao/permissao","Senha"
"Gerenciador","operacional","set_AutoScroll"
"Gerenciador","outro","set_Cancel"
"Gerenciador","outro","set_CancelButton"
"Gerenciador","menu","set_ContextMenuStrip"
"Gerenciador","operacional","set_ControlBox"
"Gerenciador","menu","set_MainMenuStrip"
"Gerenciador","operacional","testerols"
"Gerenciador","operacional","testerolsAsync"
"Gerenciador","operacional","testerolsCompletedEventArgs"
"Gerenciador","operacional","testerolsCompletedEventHandler"
"Gerenciador","menu","ToolStripMenuItem"
"Gerenciador","menu","toolStripMenuItem1"
"Gerenciador","menu","toolStripMenuItem2"
"Gerenciador","operacional","UserControl"
"Gerenciador","autenticacao/permissao","usuario"
"Financeiro","operacional","        name=""Microsoft.Windows.Common-Controls"""
"Financeiro","cadastro","       &Cadastros         "
"Financeiro","cadastro","     &Cadastros"
"Financeiro","outro"," Cancelada"
"Financeiro","outro"," Cancelado"
"Financeiro","relatorio/impressao"," da Nota Fiscal a ser Impressa"
"Financeiro","relatorio/impressao"," deseja imprimir o relat"
"Financeiro","autenticacao/permissao"," Order By CodUsuario"
"Financeiro","menu"," WinSkinMenu"
"Financeiro","outro","-Canceladas"
"Financeiro","fiscal",":\EquipExe\EquSat"
"Financeiro","fiscal",":\EquipExe\EquSat.Ini"
"Financeiro","outro",""" And (Not(Cancelado=""S""))"
"Financeiro","operacional","(|Digito de controle do CGC do fornecedor"
"Financeiro","outro","(Cancelado='') And  ((GruSubC='') Or   (GruSubC='"
"Financeiro","financeiro","(Financeiro - Sistema Controle Financeiro"
"Financeiro","outro","(Not(Cancelado='S'))"
"Financeiro","outro",") And (Cancelado is null)"
"Financeiro","autenticacao/permissao",")S:\BaseTestes\Usuarios\Arnaldo\Ger\Filial"
"Financeiro","menu","/HideMenubar true"
"Financeiro","outro","\BoletosLot"" Set Cancelado=""S"" "
"Financeiro","outro","\BoletosLot"" Where (Not(Cancelado=""S"")) And ((Baixa is null) or Baixa=""P"") "
"Financeiro","cadastro","&Cadastro de Ajustes Autom"
"Financeiro","cadastro","&Cadastros       "
"Financeiro","outro","&Cancel"
"Financeiro","outro","&Cancela"
"Financeiro","outro","&Cancela Lote"
"Financeiro","outro","&Cancelamento"
"Financeiro","outro","&Cancelar"
"Financeiro","operacional","&Controls"
"Financeiro","cadastro","&Geral Ajuste de Cadastro"
"Financeiro","cadastro","&Individual Ajuste de Cadastro"
"Financeiro","relatorio/impressao","&Relat"
"Financeiro","autenticacao/permissao","&Senha"
"Financeiro","financeiro","&Sobre o Sistema Financeiro"
"Financeiro","fiscal","|Inicio da Nota"
"Financeiro","autenticacao/permissao","|Senha do usu"
"Financeiro","cadastro","1-Cadastros"
"Financeiro","fiscal","1-Notas ( Faturamento )"
"Financeiro","operacional","2-NotFis ( Rol )"
"Financeiro","cadastro","3-Cadastro e Lactos."
"Financeiro","financeiro","4-Menos Caixa"
"Financeiro","relatorio/impressao","Abrir relat"
"Financeiro","relatorio/impressao","Abrir...|Abre um relat"
"Financeiro","operacional","ActiveControl"
"Financeiro","operacional","ActiveControlHSF"
"Financeiro","outro","AfterCancel`"
"Financeiro","operacional","AfterScroll`"
"Financeiro","fiscal","AgrupaNota"
"Financeiro","cadastro","Ajusta Cadastro Automaticamente"
"Financeiro","operacional","amento de Comandas (ROL)"
"Financeiro","outro","And (D.Cancelado=""S"") "
"Financeiro","outro","And (Not(Cancelado="
"Financeiro","outro","And (not(D.Cancelado=""S"")) "
"Financeiro","fiscal","Anotacoes"
"Financeiro","relatorio/impressao","Arquivo de Relat"
"Financeiro","fiscal","Assume Config. LavSoft (Notas)"
"Financeiro","operacional","AutoScroll"
"Financeiro","autenticacao/permissao","BaiUsuario"
"Financeiro","outro","BBCANCEL"
"Financeiro","outro","BeforeCancel`"
"Financeiro","operacional","BeforeScroll`"
"Financeiro","menu","biSystemMenu"
"Financeiro","outro","bkCancel"
"Financeiro","outro","Bt_Cancela"
"Financeiro","outro","Bt_Cancela@"
"Financeiro","outro","Bt_Cancela\"
"Financeiro","outro","Bt_Cancela|"
"Financeiro","outro","Bt_Cancela4"
"Financeiro","outro","Bt_CancelaClick"
"Financeiro","outro","Bt_CancelaClick "
"Financeiro","outro","Bt_Cancelax"
"Financeiro","autenticacao/permissao","c_DigitaSenha"
"Financeiro","financeiro","c_mCaixaPCla"
"Financeiro","fiscal","C:\EquipExe\EquSat"
"Financeiro","fiscal","C:\EquipExe\EquSat.Ini"
"Financeiro","cadastro","Cadastro"
"Financeiro","cadastro","Cadastro 2"
"Financeiro","cadastro","Cadastro 3"
"Financeiro","cadastro","Cadastro 4"
"Financeiro","cadastro","Cadastro Campos Flexiveis"
"Financeiro","cadastro","Cadastro de Clientes"
"Financeiro","cadastro","Cadastro de Fornecedores"
"Financeiro","cadastro","Cadastro de Grupo (Campos Flexiveis)"
"Financeiro","cadastro","Cadastro de Grupo 1 "
"Financeiro","cadastro","Cadastro de Grupo 2 "
"Financeiro","cadastro","Cadastro de Grupo 3"
"Financeiro","cadastro","Cadastro de Grupo 4"
"Financeiro","cadastro","Cadastro de Situa"
"Financeiro","cadastro","Cadastro Mensagem Padr"
"Financeiro","cadastro","Cadastros1"
"Financeiro","cadastro","Cadastros1D"
"Financeiro","cadastro","Cadastros3"
"Financeiro","cadastro","Cadastros3P"
"Financeiro","fiscal","CadSatCla"
"Financeiro","financeiro","Caixa"
"Financeiro","financeiro","Caixa "
"Financeiro","financeiro","Caixa: "
"Financeiro","outro","Cancel"
"Financeiro","outro","Cancel1"
"Financeiro","outro","Cancel1Click"
"Financeiro","outro","Cancela"
"Financeiro","outro","Cancela Lote Nosso Numero"
"Financeiro","outro","Cancela Registro"
"Financeiro","outro","Cancela1"
"Financeiro","outro","Cancela1Click"
"Financeiro","outro","Cancela1Click#"
"Financeiro","outro","CancelaBoletosDup"
"Financeiro","cadastro","CancelaClientes"
"Financeiro","outro","Cancelado"
"Financeiro","outro","Cancelado='"
"Financeiro","outro","Cancelados"
"Financeiro","outro","Cancelados1"
"Financeiro","outro","Cancelados1Click"
"Financeiro","outro","CancelaLote"
"Financeiro","outro","CancelaLote1"
"Financeiro","outro","CancelaLote1Click"
"Financeiro","outro","CancelaLoteClick"
"Financeiro","outro","CancelaLoteNossoNumero1"
"Financeiro","outro","CancelaLoteNossoNumero2"
"Financeiro","outro","Cancelamento"
"Financeiro","outro","Cancelamento de Nosso Numero"
"Financeiro","cadastro","Cancelamento do Cliente Cod.: "
"Financeiro","outro","CancelaNNumero"
"Financeiro","outro","Cancelar"
"Financeiro","outro","Cancelar Cheque"
"Financeiro","outro","Cancelar Nosso Numero"
"Financeiro","outro","Cancelar por Lote"
"Financeiro","outro","Cancelar|Cancela Registro"
"Financeiro","outro","CancelButton"
"Financeiro","outro","CancelButtonClick"
"Financeiro","outro","CancelClick"
"Financeiro","operacional","cb_Controle"
"Financeiro","fiscal","CB_ImpNotaFiscal"
"Financeiro","fiscal","CB_ImpNotaFiscalp"
"Financeiro","fiscal","CB_ModeloArqRemessat"
"Financeiro","fiscal","centinferior"
